leave_id,empID,leave_type,start_date,end_date,status
1040,509,Casual,2025-04-17,2025-04-23,Approved
1041,510,Casual,2025-07-15,2025-07-16,Approved
1042,510,Casual,2025-06-01,2025-06-02,Pending
1043,510,Paid,2025-05-13,2025-05-16,Approved
1044,511,Sick,2025-03-06,2025-03-08,Approved
1045,512,Unpaid,2025-05-10,2025-05-15,Approved
1046,513,Paid,2025-05-24,2025-05-26,Approved
1047,514,Paid,2025-11-24,2025-12-01,Approved
1048,515,Unpaid,2025-02-10,2025-02-15,Approved
1049,515,Unpaid,2025-03-06,2025-03-09,Rejected
1050,515,Unpaid,2025-02-16,2025-02-19,Approved
1051,516,Paid,2025-12-08,2025-12-15,Rejected
1052,518,Sick,2025-07-27,2025-07-30,Approved
1053,519,Paid,2025-05-30,2025-06-08,Rejected
1054,519,Sick,2025-01-10,2025-01-13,Pending
1055,519,Unpaid,2025-08-22,2025-08-31,Pending
1056,519,Casual,2025-11-09,2025-11-12,Approved
1057,520,Paid,2025-01-21,2025-01-27,Rejected
1058,521,Sick,2025-09-16,2025-09-20,Pending
1059,521,Paid,2025-02-14,2025-02-15,Approved
1060,521,Unpaid,2025-11-13,2025-11-17,Pending
1061,521,Unpaid,2025-11-17,2025-11-27,Pending
1062,524,Casual,2025-07-03,2025-07-10,Rejected
1063,524,Paid,2025-06-23,2025-06-28,Pending
1064,524,Unpaid,2025-08-12,2025-08-14,Pending
1065,524,Sick,2025-08-25,2025-09-02,Rejected
1066,525,Unpaid,2025-12-14,2025-12-19,Approved
1067,525,Casual,2025-03-25,2025-04-04,Rejected
1068,525,Paid,2025-05-24,2025-06-01,Rejected
1069,525,Paid,2025-07-16,2025-07-22,Approved
1070,526,Paid,2025-09-14,2025-09-23,Rejected
1071,526,Casual,2025-06-01,2025-06-05,Rejected
1072,527,Unpaid,2025-11-14,2025-11-20,Approved
1073,529,Sick,2025-12-08,2025-12-11,Rejected
1074,530,Casual,2025-03-23,2025-03-27,Pending
1075,531,Paid,2025-09-20,2025-09-28,Rejected
1076,531,Sick,2025-06-27,2025-07-01,Approved
1077,531,Casual,2025-12-09,2025-12-10,Pending
1078,531,Casual,2025-10-06,2025-10-15,Pending
1079,532,Sick,2025-03-06,2025-03-09,Pending
1080,532,Casual,2025-10-18,2025-10-21,Approved
1081,532,Unpaid,2025-08-23,2025-08-27,Approved
1082,532,Paid,2025-03-02,2025-03-07,Approved
1083,533,Sick,2025-11-13,2025-11-15,Pending
1084,533,Casual,2025-03-09,2025-03-19,Rejected
1085,534,Unpaid,2025-08-01,2025-08-09,Approved
1086,534,Sick,2025-06-04,2025-06-07,Pending
1087,534,Paid,2025-06-16,2025-06-22,Pending
1088,534,Sick,2025-02-15,2025-02-17,Rejected
1089,535,Unpaid,2025-06-04,2025-06-08,Pending
1090,537,Sick,2025-02-16,2025-02-23,Approved
1091,537,Casual,2025-10-15,2025-10-17,Rejected
1092,538,Casual,2025-05-04,2025-05-12,Pending
1093,538,Paid,2025-07-28,2025-08-06,Approved
1094,539,Sick,2025-07-10,2025-07-15,Approved
1095,539,Unpaid,2025-10-11,2025-10-18,Approved
1096,539,Paid,2025-01-31,2025-02-01,Approved
1097,540,Sick,2025-04-14,2025-04-18,Rejected
1098,542,Sick,2025-01-17,2025-01-22,Approved
1099,542,Sick,2025-06-21,2025-06-27,Rejected
1100,542,Paid,2025-11-04,2025-11-11,Rejected
1101,542,Casual,2025-04-08,2025-04-15,Approved
1102,543,Sick,2025-03-21,2025-03-24,Approved
1103,543,Paid,2025-12-26,2025-12-30,Rejected
1104,543,Sick,2025-04-14,2025-04-17,Pending
1105,544,Sick,2025-09-07,2025-09-12,Approved
1106,545,Paid,2025-03-26,2025-04-04,Approved
1107,545,Unpaid,2025-09-23,2025-10-02,Rejected
1108,546,Paid,2025-10-01,2025-10-08,Approved
1109,546,Casual,2025-11-05,2025-11-09,Rejected
1110,547,Unpaid,2025-07-05,2025-07-15,Pending
1111,547,Sick,2025-07-13,2025-07-19,Pending
1112,547,Sick,2025-09-10,2025-09-16,Rejected
1113,549,Unpaid,2025-05-16,2025-05-22,Approved
1114,549,Paid,2025-03-11,2025-03-19,Rejected
1115,549,Unpaid,2025-05-17,2025-05-25,Pending
1116,550,Paid,2025-03-27,2025-03-31,Approved
1117,550,Paid,2025-01-05,2025-01-12,Approved
1118,550,Casual,2025-08-10,2025-08-12,Approved
1119,550,Casual,2025-12-20,2025-12-26,Approved
1120,551,Sick,2025-05-07,2025-05-08,Approved
1121,551,Unpaid,2025-05-16,2025-05-23,Approved
1122,552,Casual,2025-11-21,2025-11-30,Approved
1123,552,Casual,2025-09-10,2025-09-15,Rejected
1124,552,Sick,2025-09-30,2025-10-02,Approved
1125,553,Casual,2025-11-04,2025-11-10,Pending
1126,553,Paid,2025-07-08,2025-07-11,Rejected
1127,553,Sick,2025-11-12,2025-11-16,Pending
1128,553,Paid,2025-05-01,2025-05-06,Rejected
1129,555,Paid,2025-09-27,2025-09-30,Approved
1130,555,Sick,2025-01-26,2025-02-02,Pending
1131,555,Casual,2025-05-22,2025-06-01,Approved
1132,557,Sick,2025-03-09,2025-03-16,Rejected
1133,558,Paid,2025-11-06,2025-11-12,Pending
1134,560,Sick,2025-04-15,2025-04-17,Pending
1135,560,Paid,2025-03-12,2025-03-22,Pending
1136,560,Casual,2025-05-22,2025-05-30,Approved
1137,560,Paid,2025-04-02,2025-04-11,Pending
1138,562,Sick,2025-01-14,2025-01-22,Pending
1139,562,Sick,2025-01-30,2025-02-03,Pending
1140,562,Unpaid,2025-07-22,2025-07-24,Rejected
1141,562,Casual,2025-10-22,2025-10-26,Pending
1142,564,Sick,2025-09-27,2025-10-05,Rejected
1143,564,Sick,2025-12-04,2025-12-10,Pending
1144,564,Casual,2025-10-18,2025-10-28,Rejected
1145,564,Casual,2025-12-27,2026-01-06,Rejected
1146,565,Sick,2025-07-11,2025-07-17,Approved
1147,565,Paid,2025-08-06,2025-08-08,Approved
1148,565,Casual,2025-10-21,2025-10-23,Rejected
1149,566,Unpaid,2025-02-11,2025-02-17,Pending
1150,566,Paid,2025-12-07,2025-12-08,Pending
1151,566,Unpaid,2025-09-14,2025-09-24,Pending
1152,567,Paid,2025-07-05,2025-07-13,Rejected
1153,567,Sick,2025-06-17,2025-06-26,Approved
1154,567,Paid,2025-10-11,2025-10-20,Pending
1155,567,Paid,2025-12-29,2026-01-03,Rejected
1156,568,Paid,2025-12-21,2025-12-23,Approved
1157,568,Paid,2025-07-01,2025-07-11,Pending
1158,568,Paid,2025-03-07,2025-03-12,Rejected
1159,568,Sick,2025-04-05,2025-04-13,Approved
1160,569,Paid,2025-04-01,2025-04-07,Approved
1161,569,Paid,2025-05-24,2025-05-27,Rejected
1162,569,Unpaid,2025-04-27,2025-05-03,Pending
1163,569,Casual,2025-03-21,2025-03-24,Rejected
1164,570,Casual,2025-05-16,2025-05-26,Approved
1165,570,Paid,2025-02-04,2025-02-09,Pending
1166,570,Casual,2025-10-30,2025-11-05,Pending
1167,570,Casual,2025-10-11,2025-10-18,Pending
1168,572,Paid,2025-07-26,2025-08-02,Pending
1169,572,Paid,2025-08-11,2025-08-13,Approved
1170,572,Unpaid,2025-06-19,2025-06-21,Pending
1171,573,Sick,2025-06-02,2025-06-09,Rejected
1172,573,Casual,2025-11-21,2025-11-26,Approved
1173,573,Paid,2025-06-26,2025-06-29,Rejected
1174,573,Unpaid,2025-10-19,2025-10-25,Pending
1175,574,Paid,2025-03-23,2025-04-01,Approved
1176,575,Casual,2026-01-02,2026-01-08,Approved
1177,576,Unpaid,2025-02-06,2025-02-13,Rejected
1178,577,Paid,2025-11-12,2025-11-20,Approved
1179,578,Sick,2025-01-30,2025-02-02,Rejected
1180,578,Sick,2025-11-22,2025-12-01,Rejected
1181,578,Sick,2025-09-06,2025-09-13,Pending
1182,579,Paid,2025-03-15,2025-03-17,Pending
1183,579,Sick,2025-09-21,2025-09-24,Approved
1184,580,Casual,2025-08-17,2025-08-24,Approved
1185,580,Casual,2025-09-09,2025-09-16,Approved
1186,580,Paid,2025-12-24,2025-12-30,Rejected
1187,581,Casual,2025-08-27,2025-09-01,Rejected
1188,581,Casual,2025-04-26,2025-05-04,Pending
1189,582,Sick,2025-10-22,2025-10-30,Pending
1190,582,Casual,2025-10-08,2025-10-14,Approved
1191,583,Sick,2025-09-21,2025-09-28,Approved
1192,584,Casual,2025-09-20,2025-09-30,Approved
1193,586,Sick,2025-08-02,2025-08-08,Rejected
1194,587,Unpaid,2025-05-19,2025-05-24,Rejected
1195,587,Casual,2025-02-01,2025-02-02,Rejected
1196,587,Paid,2025-11-10,2025-11-11,Approved
1197,588,Sick,2025-06-24,2025-07-03,Pending
1198,588,Casual,2025-01-28,2025-01-31,Rejected
1199,590,Unpaid,2025-11-15,2025-11-16,Rejected
1200,590,Paid,2025-08-06,2025-08-12,Pending
1201,590,Paid,2025-04-05,2025-04-08,Approved
1202,590,Paid,2025-09-02,2025-09-07,Rejected
1203,591,Sick,2025-02-17,2025-02-23,Pending
1204,592,Paid,2025-12-01,2025-12-08,Approved
1205,592,Unpaid,2025-09-30,2025-10-07,Pending
1206,593,Paid,2025-10-12,2025-10-19,Approved
1207,593,Sick,2025-07-20,2025-07-26,Pending
1208,593,Casual,2025-08-03,2025-08-06,Pending
1209,593,Paid,2025-04-06,2025-04-16,Approved
1210,594,Unpaid,2025-06-28,2025-07-03,Rejected
1211,594,Casual,2025-06-08,2025-06-16,Approved
1212,596,Casual,2025-03-02,2025-03-10,Rejected
1213,596,Paid,2025-07-18,2025-07-27,Approved
1214,596,Unpaid,2025-09-13,2025-09-16,Rejected
1215,597,Casual,2025-05-06,2025-05-16,Approved
1216,597,Unpaid,2025-12-06,2025-12-12,Rejected
1217,597,Paid,2025-10-24,2025-11-01,Rejected
1218,597,Unpaid,2025-01-08,2025-01-12,Pending
1219,598,Sick,2025-12-02,2025-12-08,Rejected
1220,598,Casual,2025-11-09,2025-11-10,Approved
1221,599,Unpaid,2025-03-29,2025-04-08,Rejected
1222,599,Casual,2025-08-08,2025-08-15,Pending
1223,599,Sick,2025-12-15,2025-12-16,Pending
1224,599,Sick,2025-01-29,2025-01-31,Rejected
1225,600,Unpaid,2025-10-05,2025-10-10,Rejected
1226,601,Casual,2025-11-22,2025-11-27,Rejected
1227,601,Paid,2025-09-01,2025-09-07,Pending
1228,601,Unpaid,2025-01-17,2025-01-25,Rejected
1229,602,Casual,2025-03-26,2025-04-03,Pending
1230,602,Sick,2025-12-29,2026-01-03,Approved
1231,605,Sick,2025-10-02,2025-10-08,Pending
1232,605,Paid,2025-11-21,2025-11-30,Pending
1233,605,Casual,2025-11-12,2025-11-17,Approved
1234,605,Unpaid,2025-04-06,2025-04-13,Rejected
1235,606,Paid,2025-03-31,2025-04-07,Rejected
1236,606,Casual,2025-09-05,2025-09-12,Rejected
1237,606,Sick,2025-03-30,2025-04-02,Approved
1238,606,Sick,2025-04-20,2025-04-28,Approved
1239,607,Unpaid,2025-10-13,2025-10-15,Pending
1240,607,Casual,2025-11-20,2025-11-30,Approved
1241,607,Casual,2025-10-08,2025-10-17,Approved
1242,611,Unpaid,2025-05-14,2025-05-23,Approved
1243,611,Casual,2025-03-09,2025-03-17,Rejected
1244,612,Casual,2025-02-04,2025-02-05,Pending
1245,612,Casual,2025-11-13,2025-11-22,Pending
1246,612,Casual,2025-12-01,2025-12-05,Approved
1247,612,Unpaid,2025-03-15,2025-03-16,Pending
1248,613,Sick,2025-01-26,2025-02-01,Pending
1249,613,Sick,2025-12-06,2025-12-09,Pending
1250,613,Sick,2025-04-10,2025-04-14,Rejected
1251,613,Unpaid,2025-08-27,2025-09-01,Rejected
1252,614,Sick,2025-05-27,2025-06-02,Rejected
1253,614,Casual,2025-02-05,2025-02-12,Approved
1254,614,Unpaid,2025-04-24,2025-04-26,Pending
1255,615,Casual,2025-08-31,2025-09-07,Rejected
1256,615,Paid,2025-07-09,2025-07-19,Approved
1257,615,Paid,2025-10-04,2025-10-09,Approved
1258,615,Casual,2025-09-18,2025-09-21,Approved
1259,616,Paid,2025-06-16,2025-06-26,Approved
1260,617,Sick,2025-02-08,2025-02-16,Pending
1261,617,Sick,2025-04-05,2025-04-10,Approved
1262,617,Sick,2025-12-16,2025-12-24,Approved
1263,617,Casual,2025-06-17,2025-06-23,Pending
1264,618,Paid,2025-04-17,2025-04-22,Pending
1265,618,Casual,2025-11-21,2025-11-27,Rejected
1266,618,Casual,2025-04-28,2025-04-29,Pending
1267,618,Sick,2025-09-07,2025-09-17,Rejected
1268,619,Sick,2025-07-09,2025-07-13,Approved
1269,620,Casual,2025-07-09,2025-07-10,Approved
1270,621,Sick,2025-03-11,2025-03-19,Pending
1271,621,Unpaid,2025-12-22,2025-12-25,Pending
1272,621,Sick,2025-11-25,2025-11-29,Approved
1273,621,Unpaid,2025-06-15,2025-06-22,Pending
1274,622,Casual,2025-02-13,2025-02-17,Approved
1275,622,Unpaid,2025-08-11,2025-08-21,Pending
1276,622,Sick,2025-06-29,2025-07-09,Rejected
1277,622,Sick,2025-03-07,2025-03-17,Approved
1278,623,Paid,2025-09-04,2025-09-06,Approved
1279,623,Unpaid,2025-05-27,2025-06-01,Rejected
1280,623,Unpaid,2025-11-16,2025-11-26,Approved
1281,625,Unpaid,2025-08-27,2025-09-04,Pending
1282,625,Unpaid,2025-11-23,2025-11-24,Rejected
1283,626,Sick,2025-04-16,2025-04-26,Rejected
1284,626,Sick,2025-02-15,2025-02-24,Approved
1285,626,Paid,2025-02-14,2025-02-15,Pending
1286,628,Sick,2025-06-14,2025-06-21,Approved
1287,628,Unpaid,2025-10-11,2025-10-16,Rejected
1288,628,Unpaid,2025-04-11,2025-04-18,Approved
1289,630,Paid,2025-08-07,2025-08-17,Rejected
1290,631,Casual,2025-10-16,2025-10-25,Pending
1291,631,Sick,2025-11-17,2025-11-22,Approved
1292,631,Paid,2025-06-19,2025-06-22,Rejected
1293,631,Casual,2025-01-31,2025-02-09,Rejected
1294,633,Casual,2025-08-11,2025-08-20,Approved
1295,633,Casual,2025-08-08,2025-08-16,Pending
1296,633,Unpaid,2025-01-25,2025-01-30,Approved
1297,634,Casual,2025-05-30,2025-06-01,Pending
1298,637,Paid,2025-04-30,2025-05-04,Rejected
1299,639,Sick,2025-01-25,2025-01-29,Rejected
1300,639,Unpaid,2025-12-07,2025-12-13,Approved
1301,639,Paid,2025-08-19,2025-08-29,Approved
1302,639,Unpaid,2025-04-10,2025-04-15,Approved
1303,640,Casual,2025-02-13,2025-02-22,Pending
1304,641,Paid,2025-05-22,2025-06-01,Rejected
1305,641,Unpaid,2025-12-01,2025-12-04,Approved
1306,641,Unpaid,2025-09-11,2025-09-14,Approved
1307,641,Casual,2025-10-18,2025-10-22,Rejected
1308,643,Paid,2025-05-27,2025-06-04,Rejected
1309,643,Casual,2025-07-14,2025-07-15,Approved
1310,643,Unpaid,2025-05-22,2025-05-27,Pending
1311,643,Paid,2025-10-03,2025-10-05,Rejected
1312,644,Casual,2025-08-13,2025-08-16,Approved
1313,644,Sick,2025-06-01,2025-06-10,Pending
1314,644,Unpaid,2025-06-10,2025-06-18,Rejected
1315,645,Sick,2025-07-06,2025-07-08,Approved
1316,646,Unpaid,2025-05-29,2025-06-04,Pending
1317,646,Casual,2025-11-10,2025-11-19,Approved
1318,647,Sick,2025-02-13,2025-02-21,Approved
1319,647,Casual,2025-08-15,2025-08-23,Pending
1320,650,Unpaid,2025-08-20,2025-08-29,Approved
1321,652,Paid,2025-12-31,2026-01-02,Approved
1322,652,Casual,2025-01-30,2025-02-08,Approved
1323,652,Sick,2025-08-10,2025-08-13,Rejected
1324,653,Casual,2025-08-10,2025-08-12,Approved
1325,653,Casual,2025-11-13,2025-11-22,Rejected
1326,653,Paid,2025-06-22,2025-06-25,Pending
1327,654,Casual,2025-04-18,2025-04-25,Approved
1328,656,Paid,2025-10-04,2025-10-13,Approved
1329,656,Unpaid,2025-04-01,2025-04-08,Rejected
1330,656,Paid,2025-09-06,2025-09-07,Rejected
1331,656,Paid,2025-03-01,2025-03-10,Approved
1332,657,Sick,2025-06-27,2025-07-04,Pending
1333,658,Sick,2025-08-13,2025-08-19,Rejected
1334,659,Sick,2025-04-25,2025-05-03,Pending
1335,659,Sick,2025-01-02,2025-01-08,Rejected
1336,659,Casual,2025-10-09,2025-10-15,Rejected
1337,660,Unpaid,2025-11-22,2025-11-30,Pending
1338,661,Sick,2025-06-25,2025-07-05,Pending
1339,661,Paid,2025-06-04,2025-06-12,Approved
1340,661,Sick,2025-08-17,2025-08-26,Rejected
1341,662,Sick,2025-03-17,2025-03-23,Approved
1342,662,Casual,2025-10-14,2025-10-19,Pending
1343,662,Sick,2025-03-06,2025-03-08,Rejected
1344,663,Sick,2025-08-18,2025-08-26,Pending
1345,663,Paid,2025-12-01,2025-12-10,Pending
1346,664,Unpaid,2025-02-14,2025-02-17,Approved
1347,664,Sick,2025-05-20,2025-05-27,Rejected
1348,664,Sick,2025-01-10,2025-01-19,Pending
1349,666,Paid,2025-07-02,2025-07-05,Approved
1350,667,Casual,2025-01-25,2025-01-26,Approved
1351,668,Unpaid,2026-01-01,2026-01-10,Pending
1352,668,Paid,2025-08-08,2025-08-17,Rejected
1353,668,Casual,2025-09-27,2025-10-06,Approved
1354,668,Casual,2025-02-20,2025-02-26,Pending
1355,669,Paid,2025-11-30,2025-12-06,Pending
1356,669,Sick,2025-12-26,2026-01-05,Approved
1357,669,Casual,2025-10-28,2025-10-31,Approved
1358,669,Sick,2025-09-03,2025-09-11,Rejected
1359,671,Unpaid,2025-05-27,2025-06-04,Pending
1360,671,Paid,2025-01-20,2025-01-25,Pending
1361,671,Sick,2025-12-30,2026-01-08,Approved
1362,671,Paid,2025-05-29,2025-06-04,Rejected
1363,672,Paid,2025-06-30,2025-07-01,Pending
1364,673,Paid,2025-06-29,2025-07-09,Pending
1365,674,Sick,2025-02-21,2025-02-22,Approved
1366,676,Unpaid,2025-01-13,2025-01-16,Pending
1367,677,Sick,2025-06-25,2025-06-26,Pending
1368,677,Unpaid,2025-05-21,2025-05-23,Approved
1369,677,Casual,2025-06-28,2025-07-08,Approved
1370,677,Unpaid,2025-01-10,2025-01-16,Approved
1371,679,Casual,2025-03-23,2025-03-25,Pending
1372,680,Unpaid,2025-06-27,2025-06-28,Approved
1373,680,Casual,2025-08-23,2025-08-26,Approved
1374,680,Casual,2025-08-21,2025-08-25,Rejected
1375,680,Casual,2025-01-14,2025-01-23,Rejected
1376,683,Paid,2025-01-11,2025-01-13,Approved
1377,683,Unpaid,2025-11-24,2025-12-02,Approved
1378,683,Unpaid,2025-03-04,2025-03-08,Pending
1379,683,Sick,2025-08-10,2025-08-16,Rejected
1380,684,Casual,2025-09-12,2025-09-16,Rejected
1381,684,Casual,2025-07-17,2025-07-21,Pending
1382,684,Unpaid,2025-10-15,2025-10-19,Rejected
1383,685,Sick,2025-01-20,2025-01-23,Pending
1384,685,Unpaid,2025-07-12,2025-07-21,Pending
1385,685,Casual,2025-07-22,2025-07-31,Approved
1386,686,Casual,2025-07-05,2025-07-13,Approved
1387,686,Casual,2025-08-24,2025-09-02,Pending
1388,687,Unpaid,2025-07-01,2025-07-11,Approved
1389,688,Unpaid,2025-08-06,2025-08-09,Rejected
1390,688,Unpaid,2025-11-14,2025-11-15,Rejected
1391,688,Unpaid,2025-11-25,2025-12-04,Rejected
1392,690,Sick,2025-08-17,2025-08-26,Rejected
1393,690,Paid,2025-08-31,2025-09-10,Approved
1394,690,Unpaid,2025-10-28,2025-11-04,Approved
1395,691,Casual,2025-06-20,2025-06-27,Approved
1396,691,Sick,2025-08-19,2025-08-20,Rejected
1397,691,Casual,2025-11-07,2025-11-17,Approved
1398,691,Unpaid,2025-11-02,2025-11-08,Pending
1399,692,Unpaid,2025-04-01,2025-04-08,Pending
1400,693,Casual,2025-02-11,2025-02-20,Pending
1401,693,Casual,2025-11-12,2025-11-15,Pending
1402,694,Paid,2025-12-18,2025-12-19,Pending
1403,694,Unpaid,2025-05-28,2025-06-04,Rejected
1404,695,Paid,2025-07-18,2025-07-20,Pending
1405,695,Unpaid,2025-04-29,2025-05-07,Approved
1406,696,Sick,2025-06-12,2025-06-22,Rejected
1407,696,Paid,2025-01-07,2025-01-08,Pending
1408,696,Unpaid,2025-05-06,2025-05-11,Approved
1409,697,Casual,2025-06-16,2025-06-21,Approved
1410,697,Paid,2025-05-17,2025-05-23,Rejected
1411,697,Casual,2025-11-30,2025-12-06,Approved
1412,697,Casual,2025-04-28,2025-05-04,Approved
1413,698,Sick,2025-08-31,2025-09-04,Pending
1414,698,Sick,2025-10-18,2025-10-19,Pending
1415,699,Casual,2025-07-22,2025-07-26,Rejected
1416,699,Unpaid,2025-09-15,2025-09-21,Pending
1417,700,Sick,2025-08-27,2025-09-05,Pending
1418,700,Paid,2025-01-09,2025-01-15,Pending
1419,700,Unpaid,2025-09-22,2025-09-29,Approved
1420,700,Paid,2025-08-08,2025-08-09,Approved
1421,701,Sick,2025-08-12,2025-08-21,Rejected
1422,701,Unpaid,2025-12-07,2025-12-13,Rejected
1423,701,Unpaid,2025-02-08,2025-02-15,Pending
1424,701,Paid,2025-11-09,2025-11-10,Pending
1425,702,Sick,2025-12-09,2025-12-13,Pending
1426,702,Casual,2025-10-19,2025-10-27,Pending
1427,702,Casual,2025-03-26,2025-04-01,Rejected
1428,702,Unpaid,2025-12-07,2025-12-12,Approved
1429,704,Unpaid,2025-05-15,2025-05-22,Rejected
1430,704,Unpaid,2025-01-31,2025-02-02,Rejected
1431,705,Unpaid,2025-05-04,2025-05-06,Rejected
1432,705,Sick,2025-11-12,2025-11-20,Pending
1433,706,Sick,2025-03-28,2025-04-01,Pending
1434,706,Casual,2025-03-01,2025-03-03,Approved
1435,706,Casual,2025-03-30,2025-04-08,Pending
1436,707,Sick,2025-01-04,2025-01-12,Pending
1437,708,Sick,2025-10-03,2025-10-12,Rejected
1438,708,Paid,2025-01-04,2025-01-09,Rejected
1439,708,Sick,2025-02-02,2025-02-08,Approved
1440,710,Unpaid,2025-06-08,2025-06-11,Approved
1441,710,Paid,2025-07-03,2025-07-06,Rejected
1442,711,Sick,2025-11-02,2025-11-08,Rejected
1443,711,Sick,2025-01-10,2025-01-20,Approved
1444,711,Casual,2025-12-17,2025-12-23,Approved
1445,711,Sick,2025-09-13,2025-09-17,Approved
1446,712,Casual,2025-05-04,2025-05-09,Pending
1447,712,Unpaid,2025-11-10,2025-11-15,Pending
1448,712,Sick,2025-03-10,2025-03-13,Rejected
1449,713,Paid,2025-06-08,2025-06-13,Approved
1450,713,Paid,2025-01-17,2025-01-27,Approved
1451,713,Sick,2025-01-16,2025-01-24,Pending
1452,713,Paid,2025-09-01,2025-09-08,Pending
1453,715,Casual,2025-05-16,2025-05-24,Pending
1454,715,Sick,2025-10-15,2025-10-24,Pending
1455,716,Casual,2025-07-23,2025-08-02,Approved
1456,716,Sick,2025-09-07,2025-09-09,Pending
1457,716,Paid,2025-11-16,2025-11-23,Approved
1458,716,Casual,2025-10-02,2025-10-09,Approved
1459,717,Unpaid,2025-02-18,2025-02-22,Rejected
1460,717,Casual,2025-11-09,2025-11-11,Approved
1461,717,Casual,2025-12-22,2025-12-26,Pending
1462,718,Casual,2025-06-04,2025-06-13,Rejected
1463,719,Casual,2025-12-24,2025-12-27,Rejected
1464,719,Paid,2025-06-21,2025-06-28,Pending
1465,719,Paid,2025-11-17,2025-11-18,Approved
1466,721,Paid,2025-07-28,2025-07-29,Rejected
1467,721,Paid,2025-01-19,2025-01-22,Rejected
1468,723,Sick,2025-11-23,2025-12-02,Approved
1469,723,Unpaid,2025-06-29,2025-07-08,Pending
1470,724,Casual,2025-06-21,2025-06-28,Rejected
1471,724,Paid,2025-02-01,2025-02-11,Rejected
1472,725,Unpaid,2025-12-07,2025-12-17,Approved
1473,725,Casual,2025-10-04,2025-10-07,Approved
1474,725,Sick,2025-03-12,2025-03-15,Pending
1475,725,Unpaid,2025-12-21,2025-12-22,Approved
1476,726,Unpaid,2025-04-23,2025-04-26,Approved
1477,726,Sick,2025-09-11,2025-09-14,Pending
1478,726,Paid,2025-02-11,2025-02-12,Rejected
1479,726,Paid,2025-03-01,2025-03-06,Pending
1480,727,Casual,2025-02-05,2025-02-10,Approved
1481,727,Unpaid,2025-04-03,2025-04-09,Pending
1482,727,Sick,2025-06-05,2025-06-10,Pending
1483,727,Paid,2025-02-20,2025-02-25,Rejected
1484,728,Sick,2025-12-23,2025-12-24,Pending
1485,728,Unpaid,2025-07-31,2025-08-01,Approved
1486,728,Sick,2025-01-07,2025-01-16,Approved
1487,728,Paid,2025-03-14,2025-03-17,Rejected
1488,729,Paid,2025-06-07,2025-06-14,Approved
1489,729,Sick,2025-08-09,2025-08-13,Rejected
1490,729,Casual,2025-07-30,2025-08-09,Rejected
1491,731,Unpaid,2025-05-12,2025-05-15,Pending
1492,731,Unpaid,2025-04-22,2025-04-28,Pending
1493,731,Paid,2025-04-17,2025-04-21,Approved
1494,732,Unpaid,2025-12-07,2025-12-12,Pending
1495,732,Casual,2025-03-08,2025-03-14,Pending
1496,732,Sick,2025-04-28,2025-05-03,Approved
1497,732,Casual,2025-10-05,2025-10-14,Approved
1498,733,Sick,2025-02-21,2025-02-22,Rejected
1499,733,Unpaid,2025-03-19,2025-03-20,Rejected
1500,733,Casual,2025-12-21,2025-12-30,Rejected
1501,733,Unpaid,2025-01-16,2025-01-26,Rejected
1502,735,Unpaid,2025-08-11,2025-08-18,Rejected
1503,735,Sick,2025-11-02,2025-11-06,Approved
1504,735,Paid,2025-09-02,2025-09-07,Pending
1505,736,Casual,2025-04-12,2025-04-18,Pending
1506,736,Sick,2026-01-01,2026-01-02,Pending
1507,736,Casual,2025-12-13,2025-12-16,Rejected
1508,736,Casual,2025-11-27,2025-12-04,Approved
1509,737,Casual,2025-03-03,2025-03-09,Approved
1510,737,Unpaid,2025-01-23,2025-01-28,Approved
1511,737,Unpaid,2025-05-21,2025-05-23,Rejected
1512,737,Sick,2025-05-24,2025-06-02,Rejected
1513,739,Paid,2025-04-19,2025-04-23,Rejected
1514,739,Paid,2025-12-12,2025-12-20,Rejected
1515,739,Unpaid,2025-11-20,2025-11-24,Pending
1516,740,Unpaid,2025-08-01,2025-08-06,Pending
1517,741,Paid,2025-09-27,2025-10-07,Pending
1518,741,Sick,2025-02-03,2025-02-13,Approved
1519,742,Paid,2025-05-18,2025-05-27,Pending
1520,742,Casual,2025-04-21,2025-04-24,Rejected
1521,743,Unpaid,2025-04-01,2025-04-02,Pending
1522,743,Casual,2025-04-25,2025-05-05,Pending
1523,743,Unpaid,2025-09-10,2025-09-16,Approved
1524,744,Casual,2025-02-12,2025-02-14,Pending
1525,744,Casual,2025-08-25,2025-08-31,Rejected
1526,744,Paid,2025-05-27,2025-06-06,Pending
1527,744,Casual,2025-12-06,2025-12-16,Approved
1528,745,Sick,2025-10-08,2025-10-16,Approved
1529,745,Unpaid,2025-06-23,2025-07-03,Approved
1530,745,Casual,2025-03-08,2025-03-14,Approved
1531,745,Paid,2025-05-02,2025-05-10,Pending
1532,747,Paid,2025-03-26,2025-03-28,Pending
1533,747,Casual,2025-01-10,2025-01-17,Rejected
1534,748,Paid,2025-02-17,2025-02-23,Rejected
1535,750,Casual,2025-07-09,2025-07-19,Pending
1536,750,Casual,2025-08-28,2025-08-29,Pending
1537,750,Unpaid,2025-05-24,2025-05-27,Pending
1538,750,Paid,2025-11-28,2025-12-04,Rejected
1539,751,Paid,2025-04-30,2025-05-06,Rejected
1540,751,Unpaid,2025-08-09,2025-08-17,Approved
1541,752,Casual,2025-10-15,2025-10-24,Rejected
1542,752,Casual,2025-06-12,2025-06-16,Pending
